Temperature (K)	Pressure (bar)	Density (l, mol/l)	Volume (l, l/mol)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, mol/l)	Volume (v, l/mol)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
85.000	0.78897	35.284	0.028342	-4.8000	-4.7977	53.740	21.764	44.571	854.24	-0.040120	279.46	0.13191	0.013106	0.11492	8.7019	1.0212	1.7078	130.28	13.015	22.310	169.08	3.4706	6.9622	0.0054485
85.100	0.79783	35.268	0.028354	-4.7955	-4.7933	53.792	21.748	44.573	853.55	-0.040087	278.59	0.13176	0.013081	0.11610	8.6133	1.0221	1.7093	130.20	13.019	22.322	169.16	3.4624	6.9711	0.0054560
85.200	0.80677	35.253	0.028366	-4.7911	-4.7888	53.844	21.732	44.574	852.87	-0.040053	277.72	0.13161	0.013056	0.11729	8.5259	1.0230	1.7109	130.13	13.022	22.334	169.24	3.4542	6.9801	0.0054636
85.300	0.81578	35.238	0.028379	-4.7866	-4.7843	53.896	21.717	44.575	852.18	-0.040018	276.86	0.13147	0.013031	0.11849	8.4395	1.0239	1.7124	130.06	13.026	22.346	169.32	3.4461	6.9890	0.0054711
85.400	0.82488	35.222	0.028391	-4.7822	-4.7799	53.948	21.701	44.577	851.49	-0.039983	276.00	0.13132	0.013006	0.11970	8.3542	1.0248	1.7139	129.99	13.030	22.359	169.40	3.4380	6.9980	0.0054787
85.500	0.83405	35.207	0.028403	-4.7777	-4.7754	54.001	21.686	44.578	850.80	-0.039948	275.14	0.13117	0.012981	0.12092	8.2700	1.0257	1.7155	129.92	13.034	22.371	169.48	3.4299	7.0069	0.0054862
85.600	0.84330	35.192	0.028416	-4.7733	-4.7709	54.053	21.670	44.580	850.11	-0.039913	274.29	0.13102	0.012956	0.12215	8.1869	1.0266	1.7170	129.85	13.037	22.383	169.56	3.4219	7.0158	0.0054938
85.700	0.85263	35.177	0.028428	-4.7689	-4.7664	54.104	21.655	44.582	849.42	-0.039877	273.44	0.13088	0.012931	0.12338	8.1048	1.0275	1.7185	129.77	13.041	22.395	169.64	3.4139	7.0248	0.0055014
85.800	0.86204	35.161	0.028440	-4.7644	-4.7620	54.156	21.640	44.584	848.73	-0.039842	272.59	0.13073	0.012906	0.12463	8.0237	1.0284	1.7200	129.70	13.045	22.408	169.71	3.4059	7.0337	0.0055090
85.900	0.87153	35.146	0.028453	-4.7600	-4.7575	54.208	21.625	44.586	848.04	-0.039805	271.75	0.13058	0.012882	0.12589	7.9436	1.0293	1.7216	129.63	13.049	22.420	169.79	3.3980	7.0427	0.0055166
86.000	0.88110	35.131	0.028465	-4.7555	-4.7530	54.260	21.609	44.589	847.35	-0.039769	270.91	0.13043	0.012857	0.12715	7.8646	1.0301	1.7231	129.56	13.053	22.433	169.87	3.3901	7.0516	0.0055242
86.100	0.89075	35.115	0.028478	-4.7511	-4.7485	54.312	21.594	44.591	846.66	-0.039732	270.07	0.13029	0.012832	0.12843	7.7864	1.0310	1.7246	129.49	13.057	22.446	169.95	3.3822	7.0606	0.0055318
86.200	0.90048	35.100	0.028490	-4.7466	-4.7441	54.363	21.579	44.594	845.97	-0.039695	269.24	0.13014	0.012807	0.12971	7.7093	1.0319	1.7261	129.42	13.061	22.459	170.02	3.3744	7.0696	0.0055394
86.300	0.91029	35.085	0.028503	-4.7422	-4.7396	54.415	21.564	44.597	845.28	-0.039657	268.41	0.12999	0.012782	0.13101	7.6331	1.0328	1.7276	129.35	13.064	22.471	170.10	3.3665	7.0785	0.0055470
86.400	0.92019	35.069	0.028515	-4.7377	-4.7351	54.466	21.549	44.600	844.59	-0.039619	267.58	0.12985	0.012757	0.13231	7.5579	1.0336	1.7291	129.28	13.068	22.484	170.18	3.3588	7.0875	0.0055547
86.500	0.93017	35.054	0.028528	-4.7333	-4.7306	54.518	21.534	44.603	843.90	-0.039581	266.76	0.12970	0.012733	0.13363	7.4835	1.0345	1.7306	129.21	13.072	22.497	170.26	3.3510	7.0965	0.0055623
86.600	0.94023	35.038	0.028540	-4.7288	-4.7261	54.569	21.520	44.606	843.20	-0.039543	265.94	0.12955	0.012708	0.13495	7.4101	1.0354	1.7321	129.14	13.076	22.510	170.33	3.3433	7.1055	0.0055699
86.700	0.95037	35.023	0.028553	-4.7244	-4.7217	54.621	21.505	44.609	842.51	-0.039504	265.13	0.12940	0.012683	0.13628	7.3376	1.0362	1.7336	129.08	13.080	22.523	170.41	3.3356	7.1144	0.0055776
86.800	0.96060	35.008	0.028565	-4.7199	-4.7172	54.672	21.490	44.613	841.82	-0.039465	264.32	0.12926	0.012658	0.13763	7.2660	1.0371	1.7351	129.01	13.084	22.536	170.48	3.3279	7.1234	0.0055853
86.900	0.97091	34.992	0.028578	-4.7155	-4.7127	54.723	21.475	44.616	841.12	-0.039426	263.51	0.12911	0.012633	0.13898	7.1952	1.0380	1.7365	128.94	13.088	22.550	170.56	3.3203	7.1324	0.0055929
87.000	0.98131	34.977	0.028590	-4.7110	-4.7082	54.774	21.461	44.620	840.43	-0.039386	262.70	0.12896	0.012609	0.14035	7.1253	1.0388	1.7380	128.87	13.092	22.563	170.64	3.3127	7.1414	0.0056006
87.100	0.99180	34.961	0.028603	-4.7066	-4.7037	54.825	21.446	44.624	839.74	-0.039346	261.90	0.12882	0.012584	0.14172	7.0562	1.0397	1.7395	128.80	13.096	22.576	170.71	3.3051	7.1504	0.0056083
87.200	1.0024	34.946	0.028616	-4.7021	-4.6993	54.876	21.432	44.628	839.04	-0.039306	261.10	0.12867	0.012559	0.14310	6.9880	1.0405	1.7410	128.73	13.100	22.590	170.79	3.2976	7.1594	0.0056160
87.300	1.0130	34.931	0.028628	-4.6977	-4.6948	54.928	21.417	44.632	838.35	-0.039266	260.31	0.12852	0.012535	0.14450	6.9206	1.0414	1.7424	128.66	13.104	22.603	170.86	3.2901	7.1684	0.0056237
87.400	1.0238	34.915	0.028641	-4.6932	-4.6903	54.978	21.403	44.636	837.65	-0.039225	259.52	0.12838	0.012510	0.14590	6.8539	1.0422	1.7439	128.60	13.109	22.617	170.94	3.2826	7.1774	0.0056314
87.500	1.0346	34.900	0.028654	-4.6888	-4.6858	55.029	21.388	44.640	836.96	-0.039184	258.73	0.12823	0.012485	0.14732	6.7881	1.0431	1.7454	128.53	13.113	22.631	171.01	3.2752	7.1864	0.0056391
87.600	1.0455	34.884	0.028666	-4.6843	-4.6813	55.080	21.374	44.645	836.26	-0.039142	257.94	0.12808	0.012460	0.14874	6.7231	1.0439	1.7468	128.46	13.117	22.644	171.09	3.2677	7.1954	0.0056468
87.700	1.0565	34.869	0.028679	-4.6799	-4.6768	55.131	21.360	44.649	835.56	-0.039100	257.16	0.12794	0.012436	0.15018	6.6589	1.0447	1.7483	128.39	13.121	22.658	171.16	3.2604	7.2044	0.0056546
87.800	1.0676	34.853	0.028692	-4.6754	-4.6724	55.182	21.345	44.654	834.87	-0.039058	256.38	0.12779	0.012411	0.15162	6.5954	1.0456	1.7497	128.33	13.125	22.672	171.24	3.2530	7.2134	0.0056623
87.900	1.0788	34.838	0.028704	-4.6710	-4.6679	55.232	21.331	44.659	834.17	-0.039016	255.61	0.12764	0.012386	0.15308	6.5327	1.0464	1.7512	128.26	13.129	22.686	171.31	3.2457	7.2224	0.0056701
88.000	1.0901	34.822	0.028717	-4.6665	-4.6634	55.283	21.317	44.664	833.47	-0.038973	254.84	0.12750	0.012362	0.15454	6.4707	1.0472	1.7526	128.19	13.133	22.700	171.39	3.2383	7.2315	0.0056778
88.100	1.1014	34.807	0.028730	-4.6621	-4.6589	55.334	21.303	44.669	832.78	-0.038930	254.07	0.12735	0.012337	0.15602	6.4094	1.0481	1.7540	128.13	13.138	22.714	171.46	3.2311	7.2405	0.0056856
88.200	1.1129	34.791	0.028743	-4.6576	-4.6544	55.384	21.289	44.674	832.08	-0.038887	253.30	0.12720	0.012312	0.15751	6.3489	1.0489	1.7555	128.06	13.142	22.729	171.53	3.2238	7.2495	0.0056934
88.300	1.1244	34.776	0.028756	-4.6532	-4.6499	55.435	21.275	44.680	831.38	-0.038843	252.54	0.12706	0.012288	0.15901	6.2891	1.0497	1.7569	127.99	13.146	22.743	171.61	3.2166	7.2586	0.0057011
88.400	1.1361	34.760	0.028768	-4.6487	-4.6454	55.485	21.261	44.685	830.68	-0.038799	251.78	0.12691	0.012263	0.16051	6.2300	1.0506	1.7583	127.93	13.150	22.757	171.68	3.2094	7.2676	0.0057089
88.500	1.1478	34.745	0.028781	-4.6443	-4.6410	55.535	21.247	44.691	829.98	-0.038755	251.02	0.12677	0.012239	0.16203	6.1716	1.0514	1.7597	127.86	13.155	22.772	171.75	3.2022	7.2766	0.0057167
88.600	1.1596	34.729	0.028794	-4.6398	-4.6365	55.586	21.233	44.696	829.28	-0.038711	250.27	0.12662	0.012214	0.16356	6.1138	1.0522	1.7612	127.79	13.159	22.786	171.83	3.1951	7.2857	0.0057245
88.700	1.1715	34.714	0.028807	-4.6353	-4.6320	55.636	21.219	44.702	828.58	-0.038666	249.52	0.12647	0.012189	0.16510	6.0568	1.0530	1.7626	127.73	13.163	22.801	171.90	3.1880	7.2947	0.0057324
88.800	1.1835	34.698	0.028820	-4.6309	-4.6275	55.686	21.206	44.708	827.88	-0.038621	248.77	0.12633	0.012165	0.16666	6.0004	1.0538	1.7640	127.66	13.167	22.815	171.97	3.1809	7.3038	0.0057402
88.900	1.1956	34.682	0.028833	-4.6264	-4.6230	55.736	21.192	44.714	827.18	-0.038575	248.03	0.12618	0.012140	0.16822	5.9446	1.0546	1.7654	127.60	13.172	22.830	172.04	3.1738	7.3128	0.0057480
89.000	1.2078	34.667	0.028846	-4.6220	-4.6185	55.787	21.178	44.720	826.48	-0.038530	247.29	0.12604	0.012116	0.16979	5.8895	1.0554	1.7668	127.53	13.176	22.845	172.12	3.1668	7.3219	0.0057559
89.100	1.2201	34.651	0.028859	-4.6175	-4.6140	55.837	21.164	44.727	825.78	-0.038484	246.55	0.12589	0.012091	0.17138	5.8350	1.0562	1.7682	127.47	13.180	22.860	172.19	3.1598	7.3310	0.0057637
89.200	1.2325	34.636	0.028872	-4.6131	-4.6095	55.887	21.151	44.733	825.08	-0.038437	245.82	0.12574	0.012067	0.17297	5.7812	1.0570	1.7696	127.40	13.185	22.875	172.26	3.1528	7.3400	0.0057716
89.300	1.2450	34.620	0.028885	-4.6086	-4.6050	55.937	21.137	44.740	824.38	-0.038391	245.08	0.12560	0.012042	0.17458	5.7280	1.0578	1.7710	127.34	13.189	22.890	172.33	3.1458	7.3491	0.0057795
89.400	1.2576	34.604	0.028898	-4.6042	-4.6005	55.987	21.124	44.746	823.67	-0.038344	244.35	0.12545	0.012018	0.17620	5.6754	1.0586	1.7723	127.27	13.194	22.905	172.40	3.1389	7.3582	0.0057873
89.500	1.2702	34.589	0.028911	-4.5997	-4.5960	56.036	21.110	44.753	822.97	-0.038296	243.63	0.12531	0.011993	0.17783	5.6234	1.0594	1.7737	127.21	13.198	22.920	172.47	3.1320	7.3673	0.0057952
89.600	1.2830	34.573	0.028924	-4.5952	-4.5915	56.086	21.097	44.760	822.27	-0.038249	242.91	0.12516	0.011969	0.17947	5.5720	1.0602	1.7751	127.14	13.203	22.936	172.55	3.1251	7.3763	0.0058031
89.700	1.2959	34.558	0.028937	-4.5908	-4.5870	56.136	21.083	44.767	821.56	-0.038201	242.19	0.12502	0.011944	0.18112	5.5212	1.0610	1.7765	127.08	13.207	22.951	172.62	3.1183	7.3854	0.0058110
89.800	1.3088	34.542	0.028950	-4.5863	-4.5825	56.186	21.070	44.774	820.86	-0.038153	241.47	0.12487	0.011920	0.18278	5.4709	1.0618	1.7778	127.01	13.212	22.967	172.69	3.1115	7.3945	0.0058189
89.900	1.3219	34.526	0.028964	-4.5819	-4.5780	56.235	21.057	44.781	820.16	-0.038104	240.75	0.12472	0.011895	0.18446	5.4212	1.0626	1.7792	126.95	13.216	22.982	172.76	3.1047	7.4036	0.0058269
90.000	1.3351	34.511	0.028977	-4.5774	-4.5735	56.285	21.043	44.789	819.45	-0.038056	240.04	0.12458	0.011871	0.18615	5.3721	1.0634	1.7806	126.89	13.221	22.998	172.83	3.0979	7.4127	0.0058348
90.100	1.3483	34.495	0.028990	-4.5729	-4.5690	56.334	21.030	44.796	818.75	-0.038006	239.33	0.12443	0.011846	0.18784	5.3236	1.0641	1.7819	126.82	13.225	23.013	172.90	3.0911	7.4218	0.0058428
90.200	1.3617	34.479	0.029003	-4.5685	-4.5645	56.384	21.017	44.804	818.04	-0.037957	238.63	0.12429	0.011822	0.18955	5.2756	1.0649	1.7833	126.76	13.230	23.029	172.97	3.0844	7.4309	0.0058507
90.300	1.3752	34.463	0.029016	-4.5640	-4.5600	56.433	21.004	44.812	817.34	-0.037907	237.93	0.12414	0.011797	0.19127	5.2281	1.0657	1.7846	126.70	13.234	23.045	173.04	3.0777	7.4400	0.0058587
90.400	1.3887	34.448	0.029030	-4.5595	-4.5555	56.483	20.990	44.819	816.63	-0.037857	237.23	0.12400	0.011773	0.19301	5.1812	1.0665	1.7860	126.63	13.239	23.061	173.11	3.0710	7.4491	0.0058666
90.500	1.4024	34.432	0.029043	-4.5551	-4.5510	56.532	20.977	44.827	815.92	-0.037807	236.53	0.12385	0.011749	0.19475	5.1347	1.0672	1.7873	126.57	13.243	23.077	173.18	3.0644	7.4583	0.0058746
90.600	1.4162	34.416	0.029056	-4.5506	-4.5465	56.582	20.964	44.835	815.22	-0.037756	235.84	0.12371	0.011724	0.19651	5.0889	1.0680	1.7886	126.51	13.248	23.093	173.25	3.0577	7.4674	0.0058826
90.700	1.4300	34.400	0.029069	-4.5462	-4.5420	56.631	20.951	44.844	814.51	-0.037705	235.14	0.12356	0.011700	0.19828	5.0435	1.0687	1.7900	126.44	13.253	23.109	173.32	3.0511	7.4765	0.0058906
90.800	1.4440	34.385	0.029083	-4.5417	-4.5375	56.680	20.938	44.852	813.80	-0.037654	234.46	0.12342	0.011675	0.20006	4.9986	1.0695	1.7913	126.38	13.257	23.126	173.38	3.0446	7.4857	0.0058986
90.900	1.4581	34.369	0.029096	-4.5372	-4.5330	56.729	20.925	44.860	813.09	-0.037602	233.77	0.12327	0.011651	0.20185	4.9542	1.0703	1.7926	126.32	13.262	23.142	173.45	3.0380	7.4948	0.0059067
91.000	1.4723	34.353	0.029109	-4.5328	-4.5285	56.778	20.912	44.869	812.39	-0.037551	233.09	0.12313	0.011627	0.20365	4.9104	1.0710	1.7939	126.26	13.267	23.159	173.52	3.0315	7.5039	0.0059147
91.100	1.4865	34.337	0.029123	-4.5283	-4.5240	56.828	20.900	44.877	811.68	-0.037498	232.41	0.12298	0.011602	0.20547	4.8670	1.0718	1.7953	126.19	13.271	23.175	173.59	3.0250	7.5131	0.0059227
91.200	1.5009	34.322	0.029136	-4.5238	-4.5194	56.877	20.887	44.886	810.97	-0.037446	231.73	0.12284	0.011578	0.20730	4.8240	1.0725	1.7966	126.13	13.276	23.192	173.66	3.0185	7.5222	0.0059308
91.300	1.5154	34.306	0.029150	-4.5193	-4.5149	56.926	20.874	44.895	810.26	-0.037393	231.05	0.12269	0.011554	0.20914	4.7816	1.0733	1.7979	126.07	13.281	23.208	173.73	3.0120	7.5314	0.0059389
91.400	1.5300	34.290	0.029163	-4.5149	-4.5104	56.975	20.861	44.904	809.55	-0.037340	230.38	0.12255	0.011529	0.21099	4.7396	1.0740	1.7992	126.01	13.286	23.225	173.79	3.0056	7.5405	0.0059469
91.500	1.5447	34.274	0.029177	-4.5104	-4.5059	57.023	20.848	44.913	808.84	-0.037286	229.71	0.12240	0.011505	0.21285	4.6981	1.0747	1.8005	125.95	13.290	23.242	173.86	2.9992	7.5497	0.0059550
91.600	1.5596	34.258	0.029190	-4.5059	-4.5014	57.072	20.836	44.922	808.13	-0.037233	229.04	0.12226	0.011481	0.21473	4.6570	1.0755	1.8018	125.88	13.295	23.259	173.93	2.9928	7.5589	0.0059631
91.700	1.5745	34.242	0.029204	-4.5015	-4.4969	57.121	20.823	44.932	807.42	-0.037179	228.38	0.12211	0.011457	0.21662	4.6164	1.0762	1.8031	125.82	13.300	23.276	174.00	2.9864	7.5681	0.0059712
91.800	1.5895	34.227	0.029217	-4.4970	-4.4923	57.170	20.810	44.941	806.71	-0.037124	227.72	0.12197	0.011432	0.21852	4.5762	1.0769	1.8043	125.76	13.305	23.293	174.06	2.9801	7.5772	0.0059793
91.900	1.6046	34.211	0.029231	-4.4925	-4.4878	57.219	20.798	44.950	805.99	-0.037070	227.06	0.12182	0.011408	0.22043	4.5365	1.0777	1.8056	125.70	13.310	23.311	174.13	2.9737	7.5864	0.0059875
92.000	1.6199	34.195	0.029244	-4.4880	-4.4833	57.267	20.785	44.960	805.28	-0.037015	226.40	0.12168	0.011384	0.22236	4.4972	1.0784	1.8069	125.64	13.314	23.328	174.20	2.9674	7.5956	0.0059956
92.100	1.6353	34.179	0.029258	-4.4836	-4.4788	57.316	20.773	44.970	804.57	-0.036959	225.75	0.12153	0.011359	0.22430	4.4583	1.0791	1.8082	125.58	13.319	23.345	174.26	2.9612	7.6048	0.0060038
92.200	1.6507	34.163	0.029271	-4.4791	-4.4743	57.365	20.760	44.980	803.86	-0.036904	225.10	0.12139	0.011335	0.22625	4.4198	1.0798	1.8094	125.52	13.324	23.363	174.33	2.9549	7.6140	0.0060119
92.300	1.6663	34.147	0.029285	-4.4746	-4.4697	57.413	20.748	44.990	803.14	-0.036848	224.45	0.12124	0.011311	0.22822	4.3818	1.0806	1.8107	125.46	13.329	23.381	174.40	2.9487	7.6232	0.0060201
92.400	1.6820	34.131	0.029299	-4.4701	-4.4652	57.462	20.735	45.000	802.43	-0.036791	223.80	0.12110	0.011287	0.23019	4.3442	1.0813	1.8120	125.40	13.334	23.398	174.46	2.9425	7.6324	0.0060283
92.500	1.6978	34.115	0.029312	-4.4657	-4.4607	57.510	20.723	45.010	801.71	-0.036735	223.16	0.12096	0.011263	0.23218	4.3069	1.0820	1.8132	125.34	13.339	23.416	174.53	2.9363	7.6416	0.0060365
92.600	1.7137	34.099	0.029326	-4.4612	-4.4562	57.558	20.711	45.020	801.00	-0.036678	222.52	0.12081	0.011238	0.23419	4.2701	1.0827	1.8145	125.28	13.344	23.434	174.59	2.9301	7.6508	0.0060447
92.700	1.7297	34.083	0.029340	-4.4567	-4.4516	57.607	20.698	45.031	800.28	-0.036621	221.88	0.12067	0.011214	0.23620	4.2337	1.0834	1.8157	125.22	13.349	23.452	174.66	2.9240	7.6601	0.0060529
92.800	1.7459	34.067	0.029354	-4.4522	-4.4471	57.655	20.686	45.041	799.57	-0.036563	221.24	0.12052	0.011190	0.23823	4.1976	1.0841	1.8169	125.16	13.354	23.470	174.72	2.9178	7.6693	0.0060611
92.900	1.7621	34.051	0.029367	-4.4477	-4.4426	57.703	20.674	45.052	798.85	-0.036505	220.61	0.12038	0.011166	0.24027	4.1619	1.0848	1.8182	125.10	13.359	23.488	174.79	2.9117	7.6785	0.0060694
93.000	1.7785	34.035	0.029381	-4.4433	-4.4380	57.752	20.662	45.063	798.14	-0.036447	219.98	0.12023	0.011142	0.24233	4.1266	1.0855	1.8194	125.04	13.364	23.506	174.85	2.9056	7.6877	0.0060776
93.100	1.7950	34.019	0.029395	-4.4388	-4.4335	57.800	20.650	45.073	797.42	-0.036388	219.35	0.12009	0.011118	0.24440	4.0917	1.0862	1.8206	124.98	13.369	23.525	174.92	2.8996	7.6970	0.0060859
93.200	1.8115	34.003	0.029409	-4.4343	-4.4290	57.848	20.637	45.084	796.70	-0.036329	218.73	0.11995	0.011094	0.24648	4.0572	1.0869	1.8219	124.92	13.374	23.543	174.98	2.8935	7.7062	0.0060942
93.300	1.8283	33.987	0.029423	-4.4298	-4.4244	57.896	20.625	45.096	795.99	-0.036270	218.10	0.11980	0.011069	0.24857	4.0230	1.0876	1.8231	124.86	13.379	23.562	175.05	2.8875	7.7155	0.0061024
93.400	1.8451	33.971	0.029437	-4.4253	-4.4199	57.944	20.613	45.107	795.27	-0.036211	217.48	0.11966	0.011045	0.25068	3.9892	1.0883	1.8243	124.80	13.384	23.580	175.11	2.8815	7.7247	0.0061107
93.500	1.8620	33.955	0.029451	-4.4208	-4.4154	57.992	20.601	45.118	794.55	-0.036151	216.86	0.11951	0.011021	0.25280	3.9557	1.0889	1.8255	124.74	13.389	23.599	175.17	2.8755	7.7340	0.0061190
93.600	1.8791	33.939	0.029464	-4.4163	-4.4108	58.040	20.589	45.129	793.83	-0.036091	216.25	0.11937	0.010997	0.25493	3.9226	1.0896	1.8267	124.68	13.395	23.618	175.24	2.8696	7.7433	0.0061274
93.700	1.8963	33.923	0.029478	-4.4119	-4.4063	58.088	20.577	45.141	793.11	-0.036030	215.63	0.11923	0.010973	0.25708	3.8898	1.0903	1.8279	124.62	13.400	23.637	175.30	2.8637	7.7525	0.0061357
93.800	1.9136	33.907	0.029492	-4.4074	-4.4017	58.136	20.565	45.153	792.39	-0.035970	215.02	0.11908	0.010949	0.25924	3.8574	1.0910	1.8291	124.56	13.405	23.656	175.36	2.8577	7.7618	0.0061440
93.900	1.9310	33.891	0.029506	-4.4029	-4.3972	58.184	20.553	45.164	791.67	-0.035908	214.41	0.11894	0.010925	0.26142	3.8253	1.0916	1.8303	124.50	13.410	23.675	175.43	2.8518	7.7711	0.0061524
94.000	1.9485	33.875	0.029520	-4.3984	-4.3926	58.232	20.541	45.176	790.95	-0.035847	213.80	0.11879	0.010901	0.26361	3.7935	1.0923	1.8315	124.45	13.415	23.694	175.49	2.8460	7.7804	0.0061608
94.100	1.9661	33.859	0.029535	-4.3939	-4.3881	58.280	20.529	45.188	790.23	-0.035785	213.20	0.11865	0.010877	0.26581	3.7621	1.0930	1.8327	124.39	13.421	23.713	175.55	2.8401	7.7897	0.0061692
94.200	1.9839	33.843	0.029549	-4.3894	-4.3835	58.327	20.518	45.200	789.51	-0.035723	212.60	0.11851	0.010853	0.26802	3.7310	1.0936	1.8338	124.33	13.426	23.733	175.61	2.8343	7.7990	0.0061776
94.300	2.0018	33.826	0.029563	-4.3849	-4.3790	58.375	20.506	45.212	788.79	-0.035661	212.00	0.11836	0.010829	0.27025	3.7002	1.0943	1.8350	124.27	13.431	23.752	175.68	2.8285	7.8083	0.0061860
94.400	2.0198	33.810	0.029577	-4.3804	-4.3744	58.423	20.494	45.225	788.07	-0.035598	211.40	0.11822	0.010805	0.27250	3.6698	1.0949	1.8362	124.21	13.436	23.772	175.74	2.8227	7.8176	0.0061944
94.500	2.0380	33.794	0.029591	-4.3759	-4.3699	58.470	20.482	45.237	787.34	-0.035535	210.81	0.11808	0.010781	0.27475	3.6396	1.0956	1.8373	124.16	13.442	23.792	175.80	2.8169	7.8269	0.0062028
94.600	2.0562	33.778	0.029605	-4.3714	-4.3653	58.518	20.471	45.250	786.62	-0.035471	210.21	0.11793	0.010757	0.27702	3.6098	1.0962	1.8385	124.10	13.447	23.811	175.86	2.8111	7.8362	0.0062113
94.700	2.0746	33.762	0.029619	-4.3669	-4.3608	58.566	20.459	45.262	785.90	-0.035408	209.62	0.11779	0.010733	0.27931	3.5803	1.0969	1.8396	124.04	13.452	23.831	175.92	2.8054	7.8456	0.0062197
94.800	2.0931	33.746	0.029634	-4.3624	-4.3562	58.613	20.447	45.275	785.17	-0.035344	209.03	0.11765	0.010709	0.28161	3.5510	1.0975	1.8408	123.98	13.458	23.851	175.99	2.7997	7.8549	0.0062282
94.900	2.1117	33.729	0.029648	-4.3579	-4.3517	58.661	20.436	45.288	784.45	-0.035279	208.45	0.11750	0.010685	0.28392	3.5221	1.0982	1.8419	123.92	13.463	23.871	176.05	2.7940	7.8642	0.0062367
95.000	2.1305	33.713	0.029662	-4.3534	-4.3471	58.708	20.424	45.301	783.72	-0.035214	207.87	0.11736	0.010661	0.28625	3.4935	1.0988	1.8431	123.87	13.469	23.892	176.11	2.7883	7.8736	0.0062452
95.100	2.1493	33.697	0.029676	-4.3489	-4.3425	58.755	20.412	45.314	783.00	-0.035149	207.28	0.11722	0.010637	0.28859	3.4651	1.0994	1.8442	123.81	13.474	23.912	176.17	2.7826	7.8829	0.0062537
95.200	2.1683	33.681	0.029691	-4.3444	-4.3380	58.803	20.401	45.327	782.27	-0.035084	206.70	0.11707	0.010613	0.29095	3.4370	1.1001	1.8453	123.75	13.479	23.932	176.23	2.7770	7.8923	0.0062622
95.300	2.1875	33.664	0.029705	-4.3399	-4.3334	58.850	20.389	45.340	781.55	-0.035018	206.13	0.11693	0.010589	0.29332	3.4093	1.1007	1.8465	123.70	13.485	23.953	176.29	2.7713	7.9016	0.0062707
95.400	2.2067	33.648	0.029719	-4.3354	-4.3289	58.897	20.378	45.353	780.82	-0.034952	205.55	0.11679	0.010565	0.29570	3.3818	1.1013	1.8476	123.64	13.490	23.974	176.35	2.7657	7.9110	0.0062793
95.500	2.2261	33.632	0.029734	-4.3309	-4.3243	58.945	20.366	45.367	780.09	-0.034885	204.98	0.11664	0.010542	0.29810	3.3546	1.1019	1.8487	123.58	13.496	23.994	176.41	2.7602	7.9204	0.0062879
95.600	2.2456	33.615	0.029748	-4.3264	-4.3197	58.992	20.355	45.381	779.37	-0.034819	204.41	0.11650	0.010518	0.30052	3.3276	1.1025	1.8498	123.53	13.501	24.015	176.47	2.7546	7.9298	0.0062964
95.700	2.2652	33.599	0.029763	-4.3219	-4.3152	59.039	20.344	45.394	778.64	-0.034751	203.84	0.11636	0.010494	0.30294	3.3009	1.1032	1.8509	123.47	13.507	24.036	176.53	2.7490	7.9391	0.0063050
95.800	2.2850	33.583	0.029777	-4.3174	-4.3106	59.086	20.332	45.408	777.91	-0.034684	203.28	0.11621	0.010470	0.30539	3.2745	1.1038	1.8520	123.41	13.512	24.057	176.59	2.7435	7.9485	0.0063136
95.900	2.3049	33.567	0.029792	-4.3129	-4.3060	59.133	20.321	45.422	777.18	-0.034616	202.71	0.11607	0.010446	0.30784	3.2484	1.1044	1.8531	123.36	13.518	24.078	176.65	2.7380	7.9579	0.0063223
96.000	2.3249	33.550	0.029806	-4.3084	-4.3014	59.180	20.309	45.436	776.45	-0.034548	202.15	0.11593	0.010422	0.31032	3.2225	1.1050	1.8542	123.30	13.524	24.099	176.71	2.7325	7.9673	0.0063309
96.100	2.3451	33.534	0.029821	-4.3039	-4.2969	59.227	20.298	45.450	775.72	-0.034479	201.59	0.11578	0.010398	0.31280	3.1969	1.1056	1.8553	123.25	13.529	24.121	176.77	2.7270	7.9767	0.0063395
96.200	2.3653	33.517	0.029835	-4.2993	-4.2923	59.274	20.287	45.464	774.99	-0.034410	201.03	0.11564	0.010375	0.31531	3.1715	1.1062	1.8564	123.19	13.535	24.142	176.82	2.7215	7.9861	0.0063482
96.300	2.3857	33.501	0.029850	-4.2948	-4.2877	59.321	20.276	45.479	774.26	-0.034341	200.48	0.11550	0.010351	0.31782	3.1464	1.1068	1.8574	123.13	13.540	24.164	176.88	2.7161	7.9956	0.0063569
96.400	2.4063	33.485	0.029864	-4.2903	-4.2831	59.368	20.265	45.493	773.53	-0.034272	199.92	0.11536	0.010327	0.32036	3.1215	1.1074	1.8585	123.08	13.546	24.185	176.94	2.7107	8.0050	0.0063656
