Temperature (K)	Pressure (bar)	Density (l, g/ml)	Volume (l, ml/g)	Internal Energy (l, kJ/kg)	Enthalpy (l, kJ/kg)	Entropy (l, J/g*K)	Cv (l, J/g*K)	Cp (l, J/g*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, g/ml)	Volume (v, ml/g)	Internal Energy (v, kJ/kg)	Enthalpy (v, kJ/kg)	Entropy (v, J/g*K)	Cv (v, J/g*K)	Cp (v, J/g*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
135.50	26.083	1.0053	0.99474	-57.925	-55.331	1.9160	0.45135	1.8210	427.29	0.055999	73.585	0.063626	0.0021011	0.13912	7.1881	23.075	41.824	2.6331	0.45760	1.5250	183.58	1.3112	13.131	0.013575
135.60	26.199	1.0040	0.99598	-57.770	-55.160	1.9172	0.45146	1.8274	426.13	0.056651	73.365	0.063502	0.0020838	0.13988	7.1491	23.015	41.744	2.6319	0.45825	1.5340	183.54	1.3082	13.154	0.013624
135.70	26.315	1.0028	0.99722	-57.614	-54.989	1.9184	0.45157	1.8339	424.95	0.057309	73.144	0.063379	0.0020666	0.14064	7.1102	22.954	41.664	2.6307	0.45891	1.5430	183.51	1.3052	13.177	0.013673
135.80	26.432	1.0015	0.99848	-57.457	-54.818	1.9196	0.45169	1.8405	423.78	0.057972	72.923	0.063255	0.0020493	0.14141	7.0716	22.892	41.584	2.6294	0.45958	1.5522	183.48	1.3022	13.200	0.013723
135.90	26.549	1.0003	0.99974	-57.300	-54.646	1.9207	0.45180	1.8471	422.60	0.058642	72.703	0.063132	0.0020322	0.14218	7.0331	22.830	41.502	2.6282	0.46025	1.5615	183.44	1.2992	13.223	0.013773
136.00	26.666	0.99900	1.0010	-57.143	-54.474	1.9219	0.45192	1.8539	421.42	0.059318	72.482	0.063008	0.0020150	0.14296	6.9948	22.768	41.420	2.6270	0.46092	1.5710	183.41	1.2962	13.247	0.013824
136.10	26.784	0.99772	1.0023	-56.986	-54.301	1.9231	0.45205	1.8607	420.24	0.060000	72.262	0.062885	0.0019979	0.14375	6.9567	22.704	41.337	2.6258	0.46161	1.5806	183.37	1.2931	13.270	0.013876
136.20	26.903	0.99645	1.0036	-56.828	-54.128	1.9243	0.45217	1.8676	419.06	0.060688	72.041	0.062761	0.0019808	0.14453	6.9188	22.641	41.254	2.6246	0.46229	1.5903	183.34	1.2901	13.294	0.013928
136.30	27.021	0.99516	1.0049	-56.670	-53.955	1.9255	0.45230	1.8746	417.87	0.061382	71.821	0.062638	0.0019637	0.14533	6.8810	22.577	41.170	2.6234	0.46299	1.6002	183.30	1.2870	13.318	0.013980
136.40	27.140	0.99388	1.0062	-56.511	-53.781	1.9267	0.45244	1.8818	416.68	0.062083	71.600	0.062514	0.0019466	0.14613	6.8434	22.512	41.085	2.6222	0.46369	1.6102	183.26	1.2840	13.342	0.014033
136.50	27.259	0.99259	1.0075	-56.352	-53.606	1.9279	0.45257	1.8890	415.48	0.062790	71.379	0.062391	0.0019296	0.14693	6.8060	22.446	40.999	2.6209	0.46439	1.6204	183.23	1.2809	13.366	0.014087
136.60	27.379	0.99129	1.0088	-56.193	-53.431	1.9291	0.45271	1.8963	414.29	0.063504	71.159	0.062267	0.0019126	0.14774	6.7687	22.381	40.913	2.6197	0.46511	1.6307	183.19	1.2778	13.390	0.014141
136.70	27.499	0.98999	1.0101	-56.034	-53.256	1.9302	0.45286	1.9037	413.09	0.064225	70.938	0.062144	0.0018957	0.14855	6.7316	22.314	40.826	2.6185	0.46583	1.6411	183.15	1.2748	13.415	0.014195
136.80	27.620	0.98868	1.0114	-55.873	-53.080	1.9314	0.45300	1.9112	411.88	0.064952	70.717	0.062020	0.0018787	0.14937	6.6947	22.247	40.738	2.6172	0.46655	1.6518	183.11	1.2717	13.439	0.014251
136.90	27.741	0.98737	1.0128	-55.713	-52.904	1.9326	0.45315	1.9189	410.68	0.065686	70.497	0.061896	0.0018618	0.15020	6.6579	22.180	40.649	2.6160	0.46728	1.6626	183.07	1.2686	13.464	0.014307
137.00	27.862	0.98605	1.0141	-55.552	-52.727	1.9338	0.45331	1.9266	409.47	0.066427	70.276	0.061773	0.0018450	0.15103	6.6213	22.111	40.559	2.6148	0.46802	1.6735	183.03	1.2655	13.489	0.014363
137.10	27.983	0.98473	1.0155	-55.391	-52.549	1.9350	0.45346	1.9344	408.26	0.067176	70.055	0.061649	0.0018281	0.15186	6.5848	22.043	40.469	2.6135	0.46877	1.6847	182.99	1.2624	13.514	0.014420
137.20	28.105	0.98340	1.0169	-55.229	-52.371	1.9363	0.45362	1.9424	407.05	0.067931	69.835	0.061526	0.0018113	0.15271	6.5485	21.973	40.378	2.6123	0.46952	1.6960	182.95	1.2593	13.539	0.014478
137.30	28.228	0.98207	1.0183	-55.067	-52.193	1.9375	0.45379	1.9505	405.83	0.068694	69.614	0.061402	0.0017946	0.15355	6.5124	21.903	40.286	2.6110	0.47028	1.7075	182.91	1.2562	13.565	0.014536
137.40	28.351	0.98073	1.0197	-54.905	-52.014	1.9387	0.45396	1.9587	404.61	0.069464	69.393	0.061278	0.0017778	0.15441	6.4764	21.833	40.194	2.6098	0.47105	1.7191	182.87	1.2531	13.590	0.014595
137.50	28.474	0.97938	1.0211	-54.742	-51.835	1.9399	0.45413	1.9670	403.38	0.070241	69.172	0.061155	0.0017611	0.15527	6.4406	21.762	40.100	2.6085	0.47182	1.7310	182.82	1.2499	13.616	0.014654
137.60	28.597	0.97803	1.0225	-54.579	-51.655	1.9411	0.45430	1.9755	402.16	0.071027	68.951	0.061031	0.0017444	0.15613	6.4049	21.690	40.006	2.6072	0.47260	1.7430	182.78	1.2468	13.642	0.014714
137.70	28.721	0.97667	1.0239	-54.415	-51.474	1.9423	0.45448	1.9840	400.93	0.071820	68.730	0.060907	0.0017278	0.15700	6.3694	21.617	39.911	2.6060	0.47339	1.7553	182.73	1.2436	13.668	0.014775
137.80	28.846	0.97531	1.0253	-54.251	-51.293	1.9435	0.45466	1.9928	399.69	0.072620	68.509	0.060783	0.0017112	0.15788	6.3340	21.544	39.815	2.6047	0.47419	1.7677	182.69	1.2405	13.694	0.014837
137.90	28.970	0.97394	1.0268	-54.086	-51.112	1.9448	0.45485	2.0016	398.46	0.073429	68.288	0.060660	0.0016946	0.15876	6.2988	21.471	39.718	2.6034	0.47500	1.7803	182.64	1.2373	13.720	0.014899
138.00	29.096	0.97257	1.0282	-53.921	-50.930	1.9460	0.45504	2.0106	397.21	0.074246	68.067	0.060536	0.0016781	0.15965	6.2637	21.396	39.621	2.6022	0.47581	1.7932	182.60	1.2341	13.747	0.014962
138.10	29.221	0.97119	1.0297	-53.756	-50.747	1.9472	0.45524	2.0197	395.97	0.075071	67.845	0.060412	0.0016615	0.16055	6.2287	21.321	39.522	2.6009	0.47663	1.8063	182.55	1.2310	13.773	0.015025
138.20	29.347	0.96980	1.0311	-53.590	-50.564	1.9485	0.45543	2.0290	394.72	0.075905	67.624	0.060288	0.0016451	0.16145	6.1940	21.246	39.423	2.5996	0.47746	1.8196	182.50	1.2278	13.800	0.015090
138.30	29.473	0.96841	1.0326	-53.424	-50.380	1.9497	0.45564	2.0384	393.47	0.076746	67.403	0.060165	0.0016286	0.16236	6.1593	21.169	39.323	2.5983	0.47830	1.8331	182.45	1.2246	13.827	0.015155
138.40	29.600	0.96701	1.0341	-53.257	-50.196	1.9509	0.45585	2.0479	392.22	0.077597	67.181	0.060041	0.0016122	0.16327	6.1248	21.092	39.222	2.5970	0.47915	1.8468	182.40	1.2214	13.855	0.015221
138.50	29.727	0.96561	1.0356	-53.090	-50.011	1.9522	0.45606	2.0576	390.96	0.078456	66.959	0.059917	0.0015958	0.16419	6.0904	21.014	39.120	2.5957	0.48001	1.8608	182.35	1.2181	13.882	0.015287
138.60	29.855	0.96420	1.0371	-52.922	-49.825	1.9534	0.45627	2.0675	389.70	0.079324	66.738	0.059793	0.0015794	0.16512	6.0562	20.936	39.017	2.5944	0.48087	1.8750	182.30	1.2149	13.910	0.015355
138.70	29.983	0.96278	1.0387	-52.754	-49.639	1.9547	0.45649	2.0776	388.44	0.080202	66.516	0.059669	0.0015631	0.16605	6.0221	20.857	38.913	2.5931	0.48175	1.8895	182.25	1.2117	13.938	0.015423
138.80	30.111	0.96135	1.0402	-52.585	-49.453	1.9559	0.45672	2.0877	387.17	0.081088	66.294	0.059545	0.0015468	0.16700	5.9882	20.777	38.808	2.5918	0.48263	1.9042	182.20	1.2084	13.966	0.015492
138.90	30.240	0.95992	1.0418	-52.416	-49.265	1.9572	0.45695	2.0981	385.89	0.081984	66.072	0.059421	0.0015306	0.16794	5.9544	20.696	38.702	2.5905	0.48353	1.9192	182.14	1.2052	13.994	0.015562
139.00	30.369	0.95849	1.0433	-52.246	-49.077	1.9584	0.45719	2.1087	384.62	0.082889	65.850	0.059297	0.0015144	0.16890	5.9207	20.615	38.595	2.5892	0.48443	1.9345	182.09	1.2019	14.022	0.015633
139.10	30.498	0.95704	1.0449	-52.076	-48.889	1.9597	0.45743	2.1194	383.34	0.083804	65.628	0.059173	0.0014982	0.16986	5.8872	20.533	38.488	2.5878	0.48534	1.9500	182.04	1.1986	14.051	0.015704
139.20	30.628	0.95559	1.0465	-51.905	-48.700	1.9609	0.45767	2.1303	382.05	0.084729	65.405	0.059049	0.0014821	0.17083	5.8538	20.450	38.379	2.5865	0.48627	1.9659	181.98	1.1953	14.080	0.015777
139.30	30.758	0.95413	1.0481	-51.733	-48.510	1.9622	0.45792	2.1414	380.76	0.085663	65.183	0.058925	0.0014659	0.17181	5.8205	20.366	38.269	2.5852	0.48720	1.9820	181.92	1.1920	14.109	0.015850
139.40	30.889	0.95266	1.0497	-51.562	-48.319	1.9635	0.45818	2.1527	379.47	0.086608	64.960	0.058801	0.0014499	0.17279	5.7873	20.282	38.159	2.5838	0.48815	1.9984	181.87	1.1887	14.138	0.015924
139.50	31.020	0.95119	1.0513	-51.389	-48.128	1.9647	0.45844	2.1641	378.18	0.087564	64.737	0.058677	0.0014338	0.17378	5.7543	20.197	38.047	2.5825	0.48910	2.0151	181.81	1.1854	14.168	0.016000
139.60	31.152	0.94971	1.0530	-51.216	-47.936	1.9660	0.45871	2.1758	376.87	0.088529	64.514	0.058553	0.0014178	0.17478	5.7214	20.111	37.934	2.5811	0.49007	2.0321	181.75	1.1821	14.197	0.016076
139.70	31.284	0.94822	1.0546	-51.043	-47.744	1.9673	0.45898	2.1877	375.57	0.089506	64.291	0.058429	0.0014019	0.17579	5.6886	20.024	37.820	2.5798	0.49104	2.0495	181.69	1.1787	14.227	0.016153
139.80	31.416	0.94672	1.0563	-50.869	-47.550	1.9686	0.45926	2.1998	374.26	0.090493	64.068	0.058305	0.0013859	0.17680	5.6560	19.936	37.705	2.5784	0.49203	2.0672	181.63	1.1754	14.257	0.016231
139.90	31.549	0.94522	1.0580	-50.694	-47.356	1.9699	0.45955	2.2121	372.95	0.091491	63.844	0.058181	0.0013700	0.17783	5.6234	19.848	37.589	2.5771	0.49303	2.0852	181.56	1.1720	14.288	0.016310
140.00	31.682	0.94371	1.0597	-50.519	-47.162	1.9712	0.45984	2.2247	371.63	0.092501	63.621	0.058057	0.0013542	0.17886	5.5910	19.759	37.472	2.5757	0.49404	2.1036	181.50	1.1686	14.318	0.016390
